Code,City,Airport,Country
MGJ,Montgomery (NY),Orange County,USA
MGK,Mong Ton,Mong Ton,Myanmar
MGL,Dusseldorf,Moenchen-Gl. - DUS Exp,Germany
MGM,Montgomery (AL),Dannelly Fld,USA
MGN,Magangue,Baracoa,Colombia
MGO,Manega,Manega,Gabon
MGP,Manga,Manga,Papua New Guinea
MGQ,Mogadishu,Aden Adde International Airport,Somalia
MGR,Moultrie (GA),Thomasville,USA
MGS,Mangaia Island,Mangaia Island,Cook Islands
MGT,Milingimbi,Milingimbi,Australia
MGU,Manaung,Manaung,Myanmar
MGV,Margaret River Station,Margaret River,Australia
MGW,Morgantown (WV),Morgantown,USA
MGX,Moabi,Moabi,Gabon
MGY,Dayton (OH),Dayton–Wright Brothers Airport (Montgomery County),USA
MGZ,Myeik,Myeik Airport,Myanmar
MHA,Mahdia,Mahdia,Guyana
MHB,Auckland,Mechanics Bay,New Zealand
MHC,Macmahon Camp 4,Macmahon Camp 4,Australia
MHD,Mashad,Shahid Hashemi Nejad Airport,Iran
MHE,Mitchell (SD),Municipal,USA
MHF,Morichal,Morichal,Colombia
MHG,Mannheim,Mannheim Airport,Germany
MHH,Marsh Harbour,International,Bahamas
MHI,Musha,Musha,Djibouti
MHJ,Misrak Gashamo,Misrak Gashamo,Ethiopia
MHK,Manhattan (KS),Manhattan Regional Airport,USA
MHL,Marshall (MO),Memorial Municipal,USA
MHM,Minchumina (AK),Intermediate,USA
MHN,Mullen (NE),Mullen,USA
MHO,Mount House,Mount House,Australia
MHP,Minsk,Minsk International 1,Belarus
MHQ,Mariehamn,Mariehamn,Finland
MHR,Sacramento (CA),Mather AFB,USA
MHS,Mount Shasta (CA),Rep,USA
MHT,Manchester (NH),Municipal,USA
MHU,Mount Hotham,Mount Hotham,Australia
MHV,Mojave (CA),Kern County,USA
MHW,Monteagudo,Monteagudo,Bolivia
MHX,Manihiki Island,Manihiki Island,Cook Islands
MHY,Morehead,Morehead,Papua New Guinea
MHZ,Mildenhall,Mildenhall Airport,United Kingdom
MIA,Miami (FL),International,USA
MIB,Minot (ND),Minot AFB,USA
MIC,Minneapolis/St Paul (MN),Crystal,USA
MID,Merida,Rejon,Mexico
MIE,Muncie (IN),Delaware County,USA
MIF,Monahans (TX),Roy Hurd Memorial,USA
MIG,Mian Yang,Mian Yang,PR China
MIH,Mitchell Plateau,Mitchell Plateau,Australia
MII,Marilia,Dr Gastao Vidigal,Brazil
MIJ,Mili Island,Mili Island,Marshall Islands
MIK,Mikkeli,Mikkeli,Finland
MIM,Merimbula,Merimbula,Australia
MIN,Minnipa,Minnipa,Australia
MIO,Miami (OK),Miami,USA
MIP,Mitspeh Ramon,Mitspeh Ramon,Israel
MIQ,Omaha (NE),Millard,USA
MIR,Monastir,Habib Bourguiba International,Tunisia
MIS,Misima Island,Misima Island,Papua New Guinea
MIT,Shafter (CA),Kern County,USA
MIU,Maiduguri,Maiduguri,Nigeria
MIV,Millville (NJ),Millville,USA
MIW,Marshalltown IA,Municipal,USA
MIX,Miriti,Miriti,Colombia
MIY,Mittiebah,Mittiebah,Australia
MIZ,Mainoru,Mainoru,Australia
MJA,Manja,Manja,Madagascar
MJB,Mejit Island,Mejit Island,Marshall Islands
MJC,Man,Man,Cote d'Ivoire
MJD,Mohenjodaro,Mohenjodaro,Pakistan
MJE,Majkin,Majkin,Marshall Islands
MJF,Mosjoen,Kjaerstad,Norway
MJG,Mayajigua,Mayajigua,Cuba
MJH,Majma,Majma,Saudi Arabia
MJI,Mitiga,Mitiga,Libya
MJJ,Moki,Moki,Papua New Guinea
MJK,Monkey Mia,Shark Bay,Australia
MJL,Mouila,Mouila,Gabon
MJM,Mbuji Mayi,Mbuji Mayi,Congo (DRC)
MJN,Majunga,Amborovy,Madagascar
MJO,Mount Etjo Lodge,Mount Etjo Lodge,Namibia
MJP,Manjimup,Manjimup,Australia
MJQ,Jackson (MN),Jackson,USA
MJR,Miramar,Miramar,Argentina
MJS,Maganja Da Costa,Maganja Da Costa,Mozambique
MJT,Mytilene,Mytilene,Greece
MJU,Mamuju,Mamuju,Indonesia
MJV,Murcia,San Javier,Spain
MJW,Mahenye,Mahenye,Zimbabwe
MJX,Toms River (NJ),Robert J. Miller,USA
MJY,Mangunjaya,Mangunjaya,Indonesia
MJZ,Mirnyj,Mirnyj,Russia
MKA,Marianske Lazne,Marianske Lazne,Czech Republic
MKB,Mekambo,Mekambo,Gabon
MKC,Kansas City (MO),Downtown,USA
MKD,Chagni,Chagni,Ethiopia
MKE,Milwaukee (WI),General Mitchell,USA
MKF,Columbus (GA),Mckenna AAF,USA
MKG,Muskegon (MI),Muskegon,USA
MKH,Mokhotlong,Mokhotlong,Lesotho
MKI,M'Boki,M'Boki,Central African Republic
MKJ,Makoua,Makoua,Congo (ROC)
MKK,Hoolehua (HI),Molokai,USA
MKL,Jackson (TN),Mckellar,USA
MKM,Mukah,Mukah Airport,Malaysia
MKN,Malekolon,Malekolon,Papua New Guinea
MKO,Muskogee (OK),Davis Field,USA
MKP,Makemo,Makemo,French Polynesia
MKQ,Merauke,Mopah,Indonesia
MKR,Meekatharra,Meekatharra,Australia
MKS,Mekane Selam,Mekane Selam,Ethiopia
MKT,Mankato (MN),Municipal,USA
MKU,Makokou,Makokou,Gabon
MKV,Mt Cavenagh,Mt Cavenagh,Australia
MKW,Manokwari,Rendani,Indonesia
MKX,Mukalla,Mukalla,Yemen
MKY,Mackay,Mackay,Australia
MKZ,Malacca,Batu Berendum,Malaysia
MLA,"Malta, Valletta",Luqa,Malta
MLB,Melbourne (FL),Melbourne International,USA
MLC,Mc Alester (OK),Mc Alester,USA
MLD,Malad City (ID),Malad City,USA
MLE,Male,International,Maldives
MLF,Milford (UT),Milford,USA
MLG,Malang,Abdul Rachman Saleh,Indonesia
MLH,Mulhouse/Basel,EuroAirport,France/Switzerland
MLI,Moline (IL),Quad-City,USA
MLJ,Milledgeville (GA),Baldwin County,USA
MLK,Malta (MT),Malta,USA
MLL,Marshall (AK),Marshall,USA
MLM,Morelia,Morelia,Mexico
MLN,Melilla,Melilla,Spain
MLO,Milos,Milos,Greece
MLP,Malabang,Malabang,Philippines
MLQ,Malalaua,Malalaua,Papua New Guinea
MLR,Millicent,Millicent,Australia
MLS,Miles City (MT),Municipal,USA
MLT,Millinocket (ME),Millinocket,USA
MLU,Monroe (LA),Municipal,USA
MLV,Merluna,Merluna,Australia
MLW,Monrovia,Sprigg Payne,Liberia
MLX,Malatya,Malatya,Turkey
MLY,Manley Hot Springs (AK),Manley Hot Springs,USA
MLZ,Melo,Melo,Uruguay
MMA,Malmo,Metropolitan Area,Sweden
MMB,Memanbetsu,Memanbetsu,Japan
MMC,Ciudad Mante,Ciudad Mante,Mexico
MMD,Minami Daito,Maridor,Japan
MME,Teesside,Teesside International,United Kingdom
MMF,Mamfe,Mamfe,Cameroon
MMG,Mount Magnet,Mount Magnet,Australia
MMH,Mammoth Lakes (CA),Mammoth Lakes,USA
MMI,Athens (TN),McMinn County,USA
MMJ,Matsumoto,Matsumoto,Japan
MMK,Murmansk,Murmansk,Russia
MML,Marshall (MN),Municipal-Ryan Field,USA
MMM,Middlemount,Middlemount,Australia
MMN,Stow (MA),Minute Man Airfield,USA
MMO,Maio,Vila Do Maio,Cape Verde
MMP,Mompos,Mompos,Colombia
MMQ,Mbala,Mbala,Zambia
MMR,Austin (TX),Camp Maybry AHP,USA
MMS,Marks (MS),Selfs,USA
MMT,Columbia (SC),Mc Entire ANG Base,USA
MMU,Morristown (NJ),Municipal,USA
MMV,Mal,Mal,Papua New Guinea
MMW,Moma,Moma,Mozambique
MMX,Malmö,Malmö Airport,Sweden
MMY,Miyako Jima,Hirara,Japan
MMZ,Maimana,Maimana,Afghanistan
MNA,Melangguane,Melangguane,Indonesia
MNB,Moanda,Moanda,Congo (DRC)
MNC,Nacala,Nacala,Mozambique
MND,Medina,Medina,Colombia
MNE,Mungeranie,Mungeranie,Australia
MNF,Mana Island,Mana Island Airstrip,Fiji
MNG,Maningrida,Maningrida,Australia
MNH,Minneriya,Minneriya,Sri Lanka
MNI,Montserrat,Bramble,Montserrat
MNJ,Mananjary,Mananjary,Madagascar
MNK,Maiana,Maiana,Kiribati
MNL,Manila,Ninoy Aquino International,Philippines
MNM,Menominee (MI),Menominee,USA
MNN,Marion (OH),Municipal,USA
MNO,Manono,Manono,Congo (DRC)
MNP,Maron,Maron,Papua New Guinea
MNQ,Monto,Monto,Australia
MNR,Mongu,Mongu,Zambia
MNS,Mansa,Mansa,Zambia
MNT,Minto (AK),Minto,USA
MNU,Maulmyine,Maulmyine,Myanmar
MNV,Mountain Valley,Mountain Valley,Australia
MNW,Macdonald Downs,Macdonald Downs,Australia
MNX,Manicore,Manicore,Brazil
MNY,Mono,Mono,Solomon Islands
MNZ,Manassas (VA),Manassas,USA
MOA,Moa,Orestes Acosta,Cuba
MOB,Mobile (AL),Mobile Municipal Airport,USA
MOC,Montes Claros,Montes Claros,Brazil
MOD,Modesto (CA),Municipal,USA
MOE,Momeik,Momeik,Myanmar
MOF,Maumere,Waioti,Indonesia
MOG,Mong Hsat,Mong Hsat,Myanmar
MOH,Mohanbari,Mohanbari,India
MOI,Mitiaro Island,Mitiaro Island,Cook Islands
MOJ,Moengo,Moengo,Suriname
MOK,Mankono,Mankono,Cote d'Ivoire
MOL,Molde,Aro,Norway
MOM,Moudjeria,Moudjeria,Mauritania
MON,Mount Cook,Mount Cook Airport,New Zealand
MOO,Moomba,Moomba,Australia
MOP,Mount Pleasant (MI),Municipal,USA
MOQ,Morondava,Morondava,Madagascar
MOR,Morristown (TN),Moore-Murrell,USA
MOS,Moses Point (AK),Intermediate,USA
MOT,Minot (ND),International,USA
MOU,Mountain Village (AK),Mountain Village,USA
MOV,Moranbah,Moranbah,Australia
MOW,Moscow,Metropolitan Area,Russia
MOX,Morris (MN),Municipal,USA
MOY,Monterrey,Monterrey,Colombia
MOZ,Moorea,Temae,French Polynesia
MPA,Mpacha,Mpacha,Namibia
MPB,Miami (FL),Miami Seaplane Base,USA
MPC,Muko-Muko,"Muko-Muko Airport, Southwest Sumatra",Indonesia
MPD,Mirpur Khas,"Sindhri Airport, Mirpur Khas District",Pakistan
MPE,Madison (CT),Griswold Airport (closed since the 2007),USA
MPF,Mapoda,Mapoda,Papua New Guinea
MPG,Makini,Makini,Papua New Guinea
MPH,Caticlan,"Godofredo P. Ramos Airport, Malay, Western Visayas",Philippines
MPI,Mamitupo,Mamitupo,Panama
MPJ,Morrilton (AR),Petit Jean Park,USA
MPK,Mokpo,Mokpo,South Korea
MPL,Montpellier,Montpellier–Méditerranée Airport (Fréjorgues Airport),France
MPM,Maputo,Maputo International,Mozambique
MPN,Mount Pleasant,Mount Pleasant,Falkland Islands
MPO,Mt Pocono (PA),Mt Pocono,USA
MPP,Mulatupo,Mulatupo,Panama
MPQ,Maan,Maan,Jordan
MPR,Mcpherson (KS),Mcpherson,USA
MPS,Mount Pleasant (TX),Mount Pleasant,USA
MPT,Maliana,Maliana,Indonesia
MPU,Mapua,Mapua,Papua New Guinea
MPV,Montpelier (VT),Edward F Knapp State,USA
MPW,Mariupol,Mariupol,Ukraine
MPX,Miyanmin,Miyanmin,Papua New Guinea
MPY,Maripasoula,Maripasoula,French Guiana
MPZ,Mt Pleasant IA,Municipal,USA
MQA,Mandora,Mandora,Australia
MQB,Macomb (IL),Municipal,USA
MQC,Miquelon,Miquelon Aprt,St. Pierre and Miquelon
MQD,Maquinchao,Maquinchao,Argentina
MQE,Marqua,Marqua,Australia
MQF,Magnitogorsk,Magnitogorsk,Russia
MQG,Midgard,Midgard,Namibia
MQH,Minacu,Municipal,Brazil
MQI,Quincy (MA),Quincy,USA
MQJ,Balikesir,Merkez,Turkey
MQK,San Matias,San Matias,Bolivia
MQL,Mildura,Mildura,Australia
MQM,Mardin,Mardin,Turkey
MQN,Mo I Rana,Mo I Rana,Norway
MQO,Malam,Malam,Papua New Guinea
MQP,Nelspruit,Kruger Mpumalanga International,South Africa
MQQ,Moundou,Moundou,Chad
MQR,Mosquera,Mosquera,Colombia
MQS,Mustique Island,Mustique,Saint Vincent and the Grenadines
MQT,Marquette (MI),Sawyer International,USA
MQU,Mariquita,Mariquita,Colombia
MQW,Mc Rae (GA),Telfair-Wheeler,USA
MQX,Makale,Makale,Ethiopia
MQY,Smyrna (TN),Smyrna,USA
MQZ,Margaret River,Margaret River,Australia
MRA,Misurata,Misurata,Libya
MRB,Martinsburg (WV),Martinsburg,USA
MRC,Columbia (TN),Maury County,USA
MRD,Merida,A Carnevalli,Venezuela
MRE,Mara Lodges,Mara Lodges,Kenya
MRF,Marfa (TX),Municipal,USA
MRG,Mareeba,Mareeba,Australia
MRH,May River,May River,Papua New Guinea
MRI,Anchorage (AK),Merrill Field,USA
MRJ,Marcala,Marcala,Honduras
MRK,Marco Island (FL),Marco Island,USA
MRL,Miners Lake,Miners Lake,Australia
MRM,Manare,Manare,Papua New Guinea
MRN,Morganton (NC),Lenoir,USA
MRO,Masterton,Masterton,New Zealand
MRP,Marla,Marla,Australia
MRQ,Marinduque,Marinduque,Philippines
MRR,Macará,José María Velasco Ibarra Airport,Ecuador
MRS,Marseille,Marseille Provence Airport,France
MRT,Moroak,Moroak,Australia
MRU,Mauritius,Seewoosagur Ramgoolam International,Mauritius
MRV,Mineralnye Vody,Mineralnye Vody,Russia
MRW,Maribo,Maribo,Denmark
MRX,Bandar Mahshahr,Mahshahr,Iran
MRY,Monterey/Carmel (CA),Monterey Regional Airport (Monterey Peninsula Airport),USA
MRZ,Moree,Moree,Australia
MSA,Muskrat Dam,Muskrat Dam,Canada
MSB,St Martin,Marigot SPB,Guadeloupe
MSC,Mesa (AZ),Falcon Field,USA
MSD,Mt Pleasant (UT),Mt Pleasant,USA
MSE,Manston,Kent International,United Kingdom
MSF,Mount Swan,Mount Swan,Australia
MSG,Matsaile,Matsaile,Lesotho
MSH,Masirah,Masirah,Oman
MSI,Masalembo,Masalembo,Indonesia
MSJ,Misawa,Misawa,Japan
MSK,Mastic Point,Mastic Point,Bahamas
MSL,Sheffield (AL),Florence/Muscle Sh/Sheffield Airport,USA
MSM,Masi Manimba,Masi Manimba,Congo (DRC)
MSN,Madison (WI),Dane County Regional,USA
MSO,Missoula (MT),Johnson-Bell Field,USA
MSP,"Minneapolis, Saint Paul (MN)",St Paul International,USA
MSQ,Minsk,Minsk International 2,Belarus
MSR,Mus,Mus,Turkey
MSS,Massena (NY),Richards Field,USA
MST,Maastricht,Maastricht/Aachen,Netherlands
MSU,Maseru,Moshoeshoe International,Lesotho
MSV,Monticello (NY),Sullivan County International,USA
MSW,Massawa,Massawa,Eritrea
MSX,Mossendjo,Mossendjo,Congo (ROC)
MSY,New Orleans (LA),International,USA
MSZ,Namibe,Namibe,Angola
MTA,Matamata,Matamata,New Zealand
MTB,Monte Libano,Monte Libano,Colombia
MTC,Mt Clemens (MI),Selfridge ANGB,USA
MTD,Mt Sandford,Mt Sandford,Australia
MTE,Monte Alegre,Monte Alegre,Brazil
MTF,Mizan Teferi,Mizan Teferi,Ethiopia
MTG,Mato Grosso,Mato Grosso,Brazil
MTH,Marathon (FL),Marathon Flight Strip,USA
MTI,Mosteiros,Mosteiros,Cape Verde
MTJ,Montrose (CO),Montrose County,USA
MTK,Makin Island,Makin Island,Kiribati
MTL,Maitland,Maitland,Australia
MTM,Metlakatla (AK),SPB,USA
MTN,Baltimore (MD),Glenn L Martin,USA
MTO,Mattoon (IL),Coles County Memorial,USA
MTP,Montauk (NY),Sky Portal,USA
MTQ,Mitchell,Mitchell,Australia
MTR,Monteria,S. Jeronimo,Colombia
MTS,Manzini (Mbabane),Matsapha International,Swaziland
MTT,Minatitlan,Minatitlan,Mexico
MTU,Montepuez,Montepuez,Mozambique
MTV,Mota Lava,Mota Lava,Vanuatu
MTW,Manitowoc (WI),Municipal,USA
MTX,Fairbanks (AK),Metro Field,USA
MTY,Monterrey,Gen Mariano Escobedo,Mexico
MTZ,Masada,Masada,Israel
MUA,Munda,Munda,Solomon Islands
MUB,Maun,Maun,Botswana
MUC,Munich,Franz Josef Strauss,Germany
MUC,Munich,Metropolitan Area,Germany
MUD,Mueda,Mueda,Mozambique
MUE,Kamuela (HI),Kamuela,USA
MUF,Muting,Muting,Indonesia
MUG,Mulege,Mulege,Mexico
MUH,Mersa Matruh,Mersa Matruh,Egypt
MUI,Fort Indiantown (PA),Muir AAF,USA
MUJ,Mui,Mui,Ethiopia
MUK,Mauke Island,Mauke Island,Cook Islands
MUL,Moultrie (GA),Spence,USA
MUM,Mumias,Mumias,Kenya
MUN,Maturin,Quiriquire,Venezuela
MUO,Mountain Home (ID),AFB,USA
MUP,Mulga Park,Mulga Park,Australia
MUQ,Muccan,Muccan,Australia
MUR,Marudi,Marudi,Malaysia
MUS,Marcus Island,Marcus Island,Japan
MUT,Muscatine IA,Muscatine,USA
MUU,Mount Union (PA),Mount Union,USA
MUV,Philadelphia (PA),Mustin Alf (Inactive),USA
MUW,Mascara,Mascara,Algeria
MUX,Multan,Multan,Pakistan
MUY,Mouyondzi,Mouyondzi,Congo (ROC)
MUZ,Musoma,Musoma,Tanzania
MVA,Myvatn,Reykiahlid,Iceland
MVB,Franceville,Franceville/Mvengue,Gabon
MVC,Monroeville (AL),Monroe County,USA
MVD,Montevideo,Carrasco,Uruguay
MVE,Montevideo (MN),Municipal,USA
MVF,Mossoro,Dixsept Rosado,Brazil
MVG,Mevang,Mevang,Gabon
MVH,Macksville,Macksville,Australia
MVI,Manetai,Manetai,Papua New Guinea
MVJ,Mandeville,Marlboro,Jamaica
MVK,Mulka,Mulka,Australia
MVL,Stowe (VT),Morrisville-Stowe,USA
MVM,Kayenta (AZ),Monument Valley,USA
MVN,Mt Vernon (IL),Mt Vernon-Outland,USA
MVO,Mongo,Mongo,Chad
MVP,Mitu,Mitu,Colombia
MVQ,Mogilev,Mogilev,Belarus
MVR,Maroua,Salam,Cameroon
MVS,Mucuri,Mucuri,Brazil
MVT,Mataiva,Mataiva,French Polynesia
MVU,Musgrave,Musgrave,Australia
MVV,Megeve,Megeve,France
MVW,Mount Vernon (WA),Skagit Regional,USA
MVX,Minvoul,Minvoul,Gabon
MVY,Martha's Vineyard (MA),Martha's Vineyard,USA
MVZ,Masvingo,Masvingo,Zimbabwe
MWA,Marion (IL),Williamson County,USA
MWB,Morawa,Morawa,Australia
MWC,Milwaukee (WI),Lawrence J Timmerman,USA
MWD,Mianwali,Mianwali,Pakistan
MWE,Merowe,Merowe,Sudan
MWF,Maewo,Maewo,Vanuatu
MWG,Marawaka,Marawaka,Papua New Guinea
MWH,Moses Lake (WA),Grant County,USA
MWI,Maramuni,Maramuni,Papua New Guinea
MWJ,Matthews Ridge,Matthews Ridge,Guyana
MWK,Matak,Matak,Indonesia
MWL,Mineral Wells (TX),Mineral Wells Airport,USA
MWM,Windom (MN),Municipal,USA
MWN,Mwadui,Mwadui,Tanzania
MWO,Middletown (OH),Hook Field,USA
MWP,Mountain,Mountain,Nepal
MWQ,Magwe,Magwe,Myanmar
MWR,Motswari,Motswari Airfield,South Africa
MWS,Mount Wilson (CA),Mount Wilson,USA
MWT,Moolawatana,Moolawatana,Australia
MWU,Mussau,Mussau,Papua New Guinea
MWV,Mundulkiri,Mundulkiri,Cambodia
MWY,Miranda Downs,Miranda Downs,Australia
MWZ,Mwanza,Mwanza,Tanzania
MXA,Manila (AR),Municipal,USA
MXB,Masamba,Masamba,Indonesia
MXC,Monticello (UT),San Juan County,USA
MXD,Marion Downs,Marion Downs,Australia
MXE,Maxton (NC),Maxton,USA
MXF,Montgomery (AL),Maxwell AFB,USA
MXG,Marlborough (MA),Marlborough,USA
MXH,Moro,Moro,Papua New Guinea
MXI,Mati,Mati,Philippines
MXJ,Minna,Minna,Nigeria
MXK,Mindik,Mindik,Papua New Guinea
MXL,Mexicali,Mexicali,Mexico
MXM,Morombe,Morombe,Madagascar
MXN,Morlaix,Morlaix,France
MXO,Monticello IA,Municipal,USA
MXP,Milan,Malpensa,Italy
MXQ,Mitchell River,Mitchell River,Australia
MXR,Mirgorod,Mirgorod,Ukraine
MXS,Maota Savaii Is,Maota Savaii Is,Samoa
MXT,Maintirano,Maintirano,Madagascar
MXU,Mullewa,Mullewa,Australia
MXV,Moron,Moron,Mongolia
MXW,Mandalgobi,Mandalgobi,Mongolia
MXX,Mora,Mora,Sweden
MXY,Mccarthy (AK),Mccarthy,USA
MXZ,Meixian,Meixian,PR China
MYA,Moruya,Moruya,Australia
MYB,Mayoumba,Mayoumba,Gabon
MYC,Maracay,Maracay,Venezuela
MYD,Malindi,Malindi,Kenya
MYE,Miyake Jima,Miyake Jima,Japan
MYF,San Diego (CA),Montgomery Field,USA
MYG,Mayaguana,Mayaguana,Bahamas
MYH,Marble Canyon (AZ),Marble Canyon,USA
MYI,Murray Island,Murray Island,Australia
MYJ,Matsuyama,Matsuyama,Japan
MYK,May Creek (AK),May Creek,USA
MYL,Mccall (ID),Mccall,USA
MYM,Monkey Mountain,Monkey Mountain,Guyana
MYN,Mareb,Mareb,Yemen
MYO,Myroodah,Myroodah,Australia
MYP,Mary,Mary,Turkmenistan
MYQ,Mysore,Mysore,India
MYR,Myrtle Beach (SC),Myrtle Beach AFB,USA
MYS,Moyale,Moyale,Ethiopia
MYT,Myitkyina,Myitkyina,Myanmar
MYU,Mekoryuk (AK),Ellis Field,USA
MYV,Marysville (CA),Yuba County,USA
MYW,Mtwara,Mtwara,Tanzania
MYX,Menyamya,Menyamya,Papua New Guinea
MYY,Miri,Miri,Malaysia
MYZ,Monkey Bay,Monkey Bay,Malawi
MZA,Muzaffarnagar,Muzaffarnagar,India
MZB,Mocimboa Praia,Mocimboa Praia,Mozambique
MZC,Mitzic,Mitzic,Gabon
MZD,Mendez,Mendez,Ecuador
MZE,Manatee,Manatee,Belize
MZF,Mzamba,"Mzamba, Wild Coast Sun",South Africa
MZG,Makung,Makung,Taiwan
MZH,Merzifon,Merzifon,Turkey
MZI,Mopti,Mopti,Mali
MZJ,Marana (AZ),Marana,USA
MZK,Marakei,Marakei,Kiribati
MZL,Manizales,Santaguida,Colombia
MZM,Metz,Frescaty,France
MZN,Minj,Minj,Papua New Guinea
MZO,Manzanillo,Sierra Maestra,Cuba
MZP,Motueka,Motueka,New Zealand
MZQ,Mkuze,Mkuze,South Africa
MZR,Mazar I Sharif,Mazar-I-Sharif,Afghanistan
MZS,Mostyn,Mostyn,Malaysia
MZT,Mazatlan,Gen. Rafael Buelna,Mexico
MZU,Muzaffarpur,Muzaffarpur,India
MZV,Mulu,Mulu,Malaysia
MZX,Mena,Mena,Ethiopia
MZY,Mossel Bay,Mossel Bay,South Africa
MZZ,Marion (IN),Marion,USA
NAA,Narrabri,Narrabri,Australia
NAB,Albany (GA),Albany NAS,USA
NAC,Naracoorte,Naracoorte,Australia
NAD,Macanal,Macanal,Colombia
NAE,Natitingou,Natitingou,Benin
NAF,Banaina,Banaina,Indonesia
NAG,Nagpur,Sonegaon,India
NAH,Naha,Naha,Indonesia
NAI,Annai,Annai,Guyana
NAJ,Nakhichevan,Nakhichevan,Azerbaijan
NAK,Nakhon Ratchasima,Nakhon Ratchasima,Thailand
NAL,Nalchik,Nalchik,Russia
NAM,Namlea,Namlea,Indonesia
NAN,"Nadi, Suva",International,Fiji
NAO,Nanchong,Nanchong,PR China
NAP,Naples,Naples,Italy
NAQ,Qaanaaq,Qaanaaq,Greenland
NAR,Nare,Nare,Colombia
NAS,Nassau,Nassau International,Bahamas
NAT,Natal,Augusto Severo International Airport,Brazil
NAU,Napuka Island,Napuka Island,French Polynesia
NAV,Nevsehir,Nevsehir,Turkey
NAW,Narathiwat,Narathiwat,Thailand
NAX,Barbers Point (HI),Barbers Point,USA
NAY,Beijing,Nanyuan Airport,PR China
NBA,Nambaiyufa,Nambaiyufa,Papua New Guinea
NBB,Barrancominas,Barrancominas,Colombia
NBC,Naberevnye Chelny,Naberevnye Chelny,Russia
NBG,New Orleans (LA),NAS/Alvin Callendar,USA
NBH,Nambucca Heads,Nambucca Heads,Australia
NBL,San Blas,San Blas,Panama
NBO,Nairobi,Jomo Kenyatta International,Kenya
NBP,New York (NY),Battery Park City/N. Cov,USA
NBR,Nambour,Nambour,Australia
NBU,Glenview (IL),NAS,USA
NBV,Cana Brava,Cana Brava,Brazil
NBW,Guantanamo,Guantanamo NAS,Cuba
NBX,Nabire,Nabire,Indonesia
NCA,North Caicos,North Caicos,Turks and Caicos Islands
NCE,Nice,Cote D'Azur,France
NCG,Nueva Casas Grandes,Nueva Casas Grandes,Mexico
NCH,Nachingwea,Nachingwea,Tanzania
NCI,Necocli,Necocli,Colombia
NCL,Newcastle,Newcastle Airport,United Kingdom
NCN,New Chenega (AK),New Chenega,USA
NCO,Quonset Point (RI),NAS,USA
NCP,Luzon Island,Cubi Pt NAS,Philippines
NCQ,Marietta (GA),Atlanta NAS,USA
NCR,San Carlos,San Carlos,Nicaragua
NCS,Newcastle,Newcastle,South Africa
NCT,Nicoya,Guanacaste,Costa Rica
NCU,Nukus,Nukus,Uzbekistan
NCY,Annecy,Annecy-Meythe,France
NDA,Bandanaira,Bandanaira,Indonesia
NDB,Nouadhibou,Nouadhibou,Mauritania
NDC,Nanded,Nanded,India
NDD,Sumbe,Sumbe,Angola
NDE,Mandera,Mandera,Kenya
NDF,Ndalatandos,Ndalatandos,Angola
NDG,Qiqihar,Qiqihar,PR China
NDI,Namudi,Namudi,Papua New Guinea
NDJ,Ndjamena,Ndjamena,Chad
NDK,Namdrik Island,Namdrik Island,Marshall Islands
NDL,Ndele,Ndele,Central African Republic
NDM,Mendi,Mendi,Ethiopia
NDN,Nadunumu,Nadunumu,Papua New Guinea
NDP,Pensacola (FL),Ellyson NAS,USA
NDR,Nador,Nador,Morocco
NDS,Sandstone,Sandstone,Australia
NDU,Rundu,Rundu,Namibia
NDV,"Anacostia, DC",USN Heliport,USA
NDY,Sanday,Sanday,United Kingdom
NDZ,Nordholz-Spieka,Cuxhaven,Germany
NEA,Glynco (GA),NAS,USA
NEC,Necochea,Necochea,Argentina
NEF,Neftekamsk,Neftekamsk,Russia
NEG,Negril,Negril,Jamaica
NEJ,Nejjo,Nejjo,Ethiopia
NEK,Nekemt,Nekemt,Ethiopia
NEL,Lakehurst (NJ),Naec,USA
NEN,Whitehouse (FL),Olf Usn,USA
NER,Neryungri,Neryungri,Russia
NES,New York (NY),East 34th St Landing,USA
NET,New Bight,New Bight,Bahamas
NEU,Sam Neua,Sam Neua,Lao PDR
NEV,Nevis,Newcastle,St. Kitts And Nevis
NEW,New Orleans (LA),Lakefront,USA
NFB,Mt Clemens (MI),Detroit NAF,USA
NFG,Nefteyugansk,Nefteyugansk,Russia
NFL,Fallon (NV),NAS,USA
NFO,Niuafo'ou,Mata'aho,Tonga
NFR,Nafoora,Nafoora,Libya
NGA,Young,Young,Australia
NGB,Ningbo,Ningbo,PR China
NGC,Grand Canyon (AZ),North Rim,USA
NGD,Anegada,Anegada,British Virgin Islands
NGE,Ngaoundere,Ngaoundere,Cameroon
NGI,Ngau Island,Ngau Island,Fiji
NGL,Ngala,Ngala Airfield,South Africa
NGM,Guam,Agana NAS,Guam
NGN,Nargana,Nargana,Panama
NGO,Nagoya,Komaki AFB,Japan
NGP,Corpus Christi (TX),NAS,USA
NGR,Ningerum,Ningerum,Papua New Guinea
NGS,Nagasaki,Nagasaki,Japan
NGU,Norfolk (VA),NAS Chambers,USA
NGV,Ngiva,Ngiva,Angola
NGW,Corpus Christi (TX),Cabaniss Field,USA
NGX,Manang,Manang,Nepal
NGZ,Alameda (CA),NAS,USA
NHA,Nha Trang,Nha Trang,Viet Nam
NHD,Minhad Ab,Military Airport,United Arab Emirates
